WE12 at 20% dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,site,arrive,depart,lat,long,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,WE12,12:48,13:17,41 42.157,83 15.781,,,,,,,,,,,,,,,,,,,,,,
Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Ch1 Peak,Ch2 Peak,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elongation,Image File,Intensity,Length,Perimeter,Roughness,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
239,9440.62,9440.62,0.61,63.22,0.75,0.01,0.54,0.77,0.86,1.29,8/5/2014,109.64,121.84,45.56,1.29,WE12at20%dilutionRepF_000003.tif,170.83,149.62,439.34,1.06,0.66,14:03:30,2014-08-05T18:03:30.543,0.1,6.90E+05,9.47E+05,85.39
240,16460.11,16460.11,0.86,355.86,318.73,0.9,0.71,0.78,0.95,1.28,8/5/2014,144.77,156.16,34.88,1.15,WE12at20%dilutionRepF_000003.tif,130.27,175.19,561.79,1.08,0.64,14:03:30,2014-08-05T18:03:30.763,0.07,1.59E+06,1.99E+06,141.21
241,92768.39,100853.75,0.61,355.86,318.73,0.9,0,0.3,0.61,3.36,8/5/2014,343.68,482.79,80.54,8.42,WE12at20%dilutionRepF_000003.tif,112.36,597.31,2138.65,1.62,0.09,14:03:30,2014-08-05T18:03:30.763,0.29,2.13E+07,5.89E+07,365.72
242,17879.59,17879.59,0.67,276.07,224.98,0.81,0.58,0.7,0.9,1.43,8/5/2014,150.88,166.59,96.61,1.99,WE12at20%dilutionRepF_000003.tif,94.38,199.06,616.74,1.11,0.69,14:03:30,2014-08-05T18:03:30.855,0.09,1.80E+06,2.42E+06,136.29
243,10417.65,10417.65,0.82,72.42,0.75,0.01,0.79,0.85,0.97,1.18,8/5/2014,115.17,121.41,80.79,1,WE12at20%dilutionRepF_000003.tif,145.86,136.43,437.91,1.06,0.81,14:03:30,2014-08-05T18:03:30.931,0.05,8.00E+05,9.37E+05,106.58
244,2129.48,2129.48,0.47,250.69,220.16,0.88,0.5,0.71,0.74,1.41,8/5/2014,52.07,63.33,43.62,1.89,WE12at20%dilutionRepF_000003.tif,167.62,81.73,243.57,1.06,0.76,14:03:31,2014-08-05T18:03:31.135,0.18,7.39E+04,1.33E+05,30.41
245,28241.47,28241.47,0.62,250.69,220.16,0.88,0.5,0.74,0.87,1.35,8/5/2014,189.63,207.6,69.72,1.61,WE12at20%dilutionRepF_000003.tif,99.45,250.39,740.01,1.08,0.65,14:03:31,2014-08-05T18:03:31.135,0.09,3.57E+06,4.68E+06,154.08
246,3001.04,3001.04,0.94,250.69,220.16,0.88,0.94,0.96,1,1.04,8/5/2014,61.81,63.62,122.27,1,WE12at20%dilutionRepF_000003.tif,128.86,66.46,241.23,1.05,0.94,14:03:31,2014-08-05T18:03:31.135,0.03,1.24E+05,1.35E+05,60.61
247,29459.4,29459.4,0.55,257.7,303.42,1.18,0.27,0.48,0.75,2.06,8/5/2014,193.67,242.03,101.32,4.24,WE12at20%dilutionRepF_000003.tif,104.13,308.29,933.83,1.18,0.41,14:03:31,2014-08-05T18:03:31.201,0.2,3.80E+06,7.42E+06,167.05
248,12773.11,12773.11,0.83,152.67,0.75,0,0.72,0.75,0.96,1.33,8/5/2014,127.53,137.34,144.33,1.52,WE12at20%dilutionRepF_000003.tif,71.14,152.53,510.3,1.1,0.72,14:03:31,2014-08-05T18:03:31.969,0.07,1.09E+06,1.36E+06,122.7
249,10574.44,10574.44,0.54,330.87,274.99,0.83,0.48,0.68,0.81,1.48,8/5/2014,116.03,133.26,149.96,2.18,WE12at20%dilutionRepF_000003.tif,81.9,161.16,493.58,1.1,0.77,14:03:32,2014-08-05T18:03:32.035,0.13,8.18E+05,1.24E+06,89.45
250,15500.63,15500.63,0.7,330.87,274.99,0.83,0.53,0.66,0.87,1.51,8/5/2014,140.48,160.78,88.02,2.3,WE12at20%dilutionRepF_000003.tif,105.34,180.36,593.09,1.11,0.54,14:03:32,2014-08-05T18:03:32.035,0.13,1.45E+06,2.18E+06,129.74
251,1195.88,1195.88,0.51,114.54,0.75,0.01,0.61,0.83,0.8,1.2,8/5/2014,39.02,45.57,83.38,1,WE12at20%dilutionRepF_000003.tif,108.91,58.67,180.26,1.04,0.84,14:03:32,2014-08-05T18:03:32.645,0.14,3.11E+04,4.96E+04,22.17
252,19239.21,19239.21,0.46,114.54,0.75,0.01,0.24,0.62,0.71,1.61,8/5/2014,156.51,187.95,72.97,2.67,WE12at20%dilutionRepF_000003.tif,126.45,242.07,675.99,1.09,0.52,14:03:32,2014-08-05T18:03:32.645,0.17,2.01E+06,3.48E+06,117.63
253,863.75,863.75,0.47,0.75,44.45,59.36,0.52,0.69,0.69,1.45,8/5/2014,33.16,42.33,99.58,2.07,WE12at20%dilutionRepF_000003.tif,177.44,55.25,175.78,1.07,0.5,14:03:32,2014-08-05T18:03:32.756,0.22,1.91E+04,3.97E+04,24.13
254,8818.13,8818.13,0.32,122.71,0.75,0.01,0.09,0.54,0.54,1.85,8/5/2014,105.96,140.01,190.33,3.52,WE12at20%dilutionRepF_000003.tif,85.99,191.48,509.17,1.08,0.42,14:03:33,2014-08-05T18:03:33.825,0.24,6.23E+05,1.44E+06,69.48
255,2248.17,2248.17,0.75,55.19,0.75,0.01,0.81,0.94,0.96,1.07,8/5/2014,53.5,56.25,119.6,1,WE12at20%dilutionRepF_000003.tif,131.21,65.95,216.87,1.05,0.89,14:03:34,2014-08-05T18:03:34.128,0.05,8.02E+04,9.32E+04,46.1
256,14734.89,14734.89,0.65,310.07,258.71,0.83,0.41,0.61,0.81,1.64,8/5/2014,136.97,158.54,165.16,2.78,WE12at20%dilutionRepF_000003.tif,83.49,177.63,603.9,1.14,0.4,14:03:34,2014-08-05T18:03:34.338,0.14,1.35E+06,2.09E+06,129.11
257,945.38,945.38,0.53,194.87,0.75,0,0.61,0.73,0.79,1.37,8/5/2014,34.69,42.54,52.74,1.75,WE12at20%dilutionRepF_000003.tif,143.19,52.85,176.79,1.07,0.67,14:03:34,2014-08-05T18:03:34.453,0.18,2.19E+04,4.03E+04,23.85
258,10841.25,10841.25,0.63,194.87,0.75,0,0.47,0.65,0.82,1.53,8/5/2014,117.49,137.62,182.64,2.4,WE12at20%dilutionRepF_000003.tif,87.89,167.59,508.87,1.1,0.66,14:03:34,2014-08-05T18:03:34.453,0.15,8.49E+05,1.36E+06,109.33
259,18587.06,18587.06,0.59,309.46,311.29,1.01,0.4,0.67,0.81,1.48,8/5/2014,153.84,174.21,51.06,2.21,WE12at20%dilutionRepF_000003.tif,114.19,206.98,639.49,1.11,0.42,14:03:34,2014-08-05T18:03:34.616,0.12,1.91E+06,2.77E+06,129.4
260,4428.23,4428.23,0.81,116.36,0.75,0.01,0.81,0.87,0.97,1.14,8/5/2014,75.09,79.39,49.53,1,WE12at20%dilutionRepF_000003.tif,130.54,87.26,296.9,1.06,0.79,14:03:34,2014-08-05T18:03:34.899,0.05,2.22E+05,2.62E+05,69.14
261,4711.07,4711.07,0.92,119.61,105.46,0.88,0.83,0.81,0.98,1.24,8/5/2014,77.45,82.69,28,1,WE12at20%dilutionRepF_000003.tif,180.89,85.39,317.09,1.09,0.67,14:03:35,2014-08-05T18:03:35.258,0.06,2.43E+05,2.96E+05,79.55
262,19215.04,19215.04,0.57,119.61,105.46,0.88,0.43,0.67,0.82,1.49,8/5/2014,156.41,179.52,162.6,2.25,WE12at20%dilutionRepF_000003.tif,66.79,228.53,651.92,1.1,0.71,14:03:35,2014-08-05T18:03:35.258,0.13,2.00E+06,3.03E+06,122.73
263,3159.66,3159.66,0.57,119.61,105.46,0.88,0.6,0.76,0.84,1.31,8/5/2014,63.43,72.98,108.86,1.39,WE12at20%dilutionRepF_000003.tif,151.02,93.51,275.7,1.06,0.75,14:03:35,2014-08-05T18:03:35.258,0.13,1.34E+05,2.04E+05,47.18
264,20707.63,20707.63,0.47,247.26,227.65,0.92,0.3,0.54,0.73,1.84,8/5/2014,162.38,195.74,122.5,3.48,WE12at20%dilutionRepF_000003.tif,91.27,247.75,747.85,1.16,0.5,14:03:35,2014-08-05T18:03:35.520,0.17,2.24E+06,3.93E+06,126.63
265,1274.42,1274.42,0.61,344.83,395.76,1.15,0.67,0.78,0.86,1.29,8/5/2014,40.28,47.1,41.28,1.24,WE12at20%dilutionRepF_000003.tif,160.87,59.19,191.07,1.07,0.65,14:03:37,2014-08-05T18:03:37.113,0.14,3.42E+04,5.47E+04,31.04
266,85292.69,85292.69,0.31,344.83,395.76,1.15,0,0.29,0.37,3.46,8/5/2014,329.54,531.69,68.65,8.75,WE12at20%dilutionRepF_000003.tif,102.07,745.61,2002.95,1.18,0.04,14:03:37,2014-08-05T18:03:37.113,0.38,1.87E+07,7.87E+07,271.52
267,18739.96,18739.96,0.38,265.42,199.53,0.75,0.14,0.55,0.62,1.82,8/5/2014,154.47,192.87,98.89,3.41,WE12at20%dilutionRepF_000003.tif,112.75,245.27,710.33,1.11,0.54,14:03:37,2014-08-05T18:03:37.232,0.2,1.93E+06,3.76E+06,103.49
268,28470.21,28470.21,0.38,211.66,0.75,0,0,0.38,0.54,2.66,8/5/2014,190.39,261.64,180.72,6.19,WE12at20%dilutionRepF_000003.tif,95.68,345.72,1043.13,1.22,0.49,14:03:37,2014-08-05T18:03:37.323,0.27,3.61E+06,9.38E+06,144.27
269,23006.78,23006.78,0.53,211.66,0.75,0,0.07,0.49,0.64,2.06,8/5/2014,171.15,216.25,81.87,4.24,WE12at20%dilutionRepF_000003.tif,94.63,259.25,832.06,1.17,0.1,14:03:37,2014-08-05T18:03:37.323,0.21,2.63E+06,5.30E+06,160.91
270,4302.13,4302.13,0.71,93.34,0.75,0.01,0.74,0.89,0.94,1.12,8/5/2014,74.01,77.92,102.75,1,WE12at20%dilutionRepF_000003.tif,125.55,89.33,290.27,1.05,0.94,14:03:37,2014-08-05T18:03:37.753,0.05,2.12E+05,2.48E+05,60.61
271,3239.23,3239.23,0.78,164.53,147.36,0.9,0.7,0.65,0.92,1.54,8/5/2014,64.22,73.35,62.67,2.42,WE12at20%dilutionRepF_000003.tif,138.88,83.11,302.1,1.15,0.58,14:03:38,2014-08-05T18:03:38.042,0.12,1.39E+05,2.07E+05,60.54
272,6767.4,6767.4,0.58,42.23,50.42,1.19,0.49,0.51,0.81,1.96,8/5/2014,92.83,115.81,56.04,3.92,WE12at20%dilutionRepF_000003.tif,140.62,141.07,467.37,1.18,0.53,14:03:38,2014-08-05T18:03:38.406,0.2,4.19E+05,8.13E+05,83.02
273,16700.35,16700.35,0.3,227.65,174.88,0.77,0,0.46,0.5,2.16,8/5/2014,145.82,195.02,51.47,4.58,WE12at20%dilutionRepF_000003.tif,122.89,264.48,735.31,1.14,0.66,14:03:38,2014-08-05T18:03:38.615,0.25,1.62E+06,3.88E+06,90
274,8717.2,8717.2,0.52,188.83,135.67,0.72,0.36,0.54,0.74,1.84,8/5/2014,105.35,129.97,79.37,3.48,WE12at20%dilutionRepF_000003.tif,107.01,165.77,504.99,1.15,0.47,14:03:39,2014-08-05T18:03:39.001,0.19,6.12E+05,1.15E+06,89.19
275,21508.07,21508.07,0.68,186.98,0.75,0,0.45,0.64,0.83,1.57,8/5/2014,165.48,193.91,164.78,2.54,WE12at20%dilutionRepF_000003.tif,67.06,216.77,704.12,1.1,0.66,14:03:39,2014-08-05T18:03:39.060,0.15,2.37E+06,3.82E+06,158.18
276,26324.11,26324.11,0.73,232.17,133.81,0.58,0.67,0.7,0.94,1.44,8/5/2014,183.08,199.43,71.31,2.02,WE12at20%dilutionRepF_000003.tif,82.67,230.18,739.49,1.12,0.8,14:03:39,2014-08-05T18:03:39.131,0.08,3.21E+06,4.15E+06,157.88
277,104344.23,108174.31,0.42,350.99,351.69,1,0,0.32,0.54,3.13,8/5/2014,364.49,503.54,59.89,7.72,WE12at20%dilutionRepF_000003.tif,115.7,644.02,2138.12,1.49,0.16,14:03:39,2014-08-05T18:03:39.689,0.28,2.54E+07,6.68E+07,344.23
278,42732.15,42732.15,0.29,257.7,192.2,0.75,0,0.3,0.32,3.32,8/5/2014,233.26,370.12,93.56,8.33,WE12at20%dilutionRepF_000003.tif,98.66,508.95,1412.42,1.18,0.35,14:03:39,2014-08-05T18:03:39.804,0.37,6.65E+06,2.65E+07,185.4
279,12148.51,12148.51,0.73,176.96,0.75,0,0.69,0.86,0.94,1.16,8/5/2014,124.37,131.01,192.99,1,WE12at20%dilutionRepF_000003.tif,90.51,152.49,466.76,1.05,0.75,14:03:39,2014-08-05T18:03:39.967,0.05,1.01E+06,1.18E+06,107.72
280,34987.7,34987.7,0.63,236.32,0.75,0,0.32,0.5,0.77,1.99,8/5/2014,211.06,261.16,94.87,4.02,WE12at20%dilutionRepF_000003.tif,94.5,308.77,995.41,1.17,0.48,14:03:40,2014-08-05T18:03:40.489,0.19,4.92E+06,9.33E+06,190.96
281,4220.69,4220.69,0.92,205.1,144.77,0.71,0.9,0.9,0.99,1.11,8/5/2014,73.31,76.26,42.44,1,WE12at20%dilutionRepF_000003.tif,142.85,80.96,286.81,1.06,0.91,14:03:40,2014-08-05T18:03:40.944,0.04,2.06E+05,2.32E+05,69.48
282,12701.87,12701.87,0.65,205.1,144.77,0.71,0.53,0.64,0.86,1.55,8/5/2014,127.17,147,36.05,2.47,WE12at20%dilutionRepF_000003.tif,174.49,167.15,549.55,1.11,0.59,14:03:40,2014-08-05T18:03:40.944,0.13,1.08E+06,1.66E+06,112.37
283,7388.41,7388.41,0.53,145.06,143.64,0.99,0.49,0.67,0.81,1.49,8/5/2014,96.99,111.87,36.25,2.22,WE12at20%dilutionRepF_000003.tif,178.41,141.52,422.51,1.1,0.6,14:03:41,2014-08-05T18:03:41.187,0.13,4.78E+05,7.33E+05,78.07
284,18667.53,18667.53,0.68,101.59,0.75,0.01,0.62,0.69,0.91,1.45,8/5/2014,154.17,170.27,96.28,2.08,WE12at20%dilutionRepF_000003.tif,146.8,198.72,634.18,1.12,0.79,14:03:41,2014-08-05T18:03:41.404,0.09,1.92E+06,2.58E+06,135.34
285,3413.41,3413.41,0.95,255.17,228.1,0.89,0.87,0.88,0.99,1.14,8/5/2014,65.92,68.96,28.35,1,WE12at20%dilutionRepF_000003.tif,141.44,71.8,265.6,1.07,0.78,14:03:41,2014-08-05T18:03:41.724,0.04,1.50E+05,1.72E+05,64.91
286,21815.61,21815.61,0.83,255.17,228.1,0.89,0.48,0.46,0.83,2.15,8/5/2014,166.66,207.94,101.74,4.55,WE12at20%dilutionRepF_000003.tif,112.15,237.59,829.92,1.21,0.5,14:03:41,2014-08-05T18:03:41.724,0.2,2.42E+06,4.71E+06,186.47
287,12045.87,12045.87,0.76,73.28,0.75,0.01,0.75,0.79,0.96,1.26,8/5/2014,123.84,131.68,51.45,1,WE12at20%dilutionRepF_000003.tif,167.08,149.51,483.49,1.09,0.83,14:03:42,2014-08-05T18:03:42.121,0.06,9.95E+05,1.20E+06,109.92
288,2900.49,2900.49,0.59,88.34,0.75,0.01,0.59,0.77,0.84,1.31,8/5/2014,60.77,70,189.01,1.37,WE12at20%dilutionRepF_000003.tif,108.17,87.88,265.9,1.06,0.64,14:03:42,2014-08-05T18:03:42.349,0.13,1.18E+05,1.80E+05,45.83
289,5047.62,5047.62,0.67,55.85,0.75,0.01,0.61,0.69,0.88,1.45,8/5/2014,80.17,93.4,111.43,2.07,WE12at20%dilutionRepF_000003.tif,148.78,116.91,353.59,1.09,0.73,14:03:42,2014-08-05T18:03:42.505,0.14,2.70E+05,4.27E+05,72.27
290,24435.86,24435.86,0.78,402.84,379.74,0.94,0.76,0.85,0.97,1.18,8/5/2014,176.39,183.25,157.37,1,WE12at20%dilutionRepF_000003.tif,63.32,203.81,647.13,1.07,0.9,14:03:42,2014-08-05T18:03:42.655,0.04,2.87E+06,3.22E+06,159.44
291,3632.19,3632.19,0.97,149.7,117.05,0.78,0.85,0.8,0.98,1.25,8/5/2014,68,73.66,113.06,1,WE12at20%dilutionRepF_000003.tif,77.99,80.08,285.79,1.09,0.75,14:03:43,2014-08-05T18:03:43.177,0.08,1.65E+05,2.09E+05,67.95
292,10151.4,10151.4,0.87,188.09,0.75,0,0.71,0.74,0.94,1.36,8/5/2014,113.69,128.19,148.51,1.67,WE12at20%dilutionRepF_000003.tif,78.45,144.79,464.92,1.07,0.78,14:03:43,2014-08-05T18:03:43.332,0.11,7.69E+05,1.10E+06,105.96
293,5017.64,5017.64,0.2,188.09,0.75,0,0,0.45,0.38,2.22,8/5/2014,79.93,125.48,48.83,4.77,WE12at20%dilutionRepF_000003.tif,183.33,188.02,436.67,1.03,0.85,14:03:43,2014-08-05T18:03:43.332,0.36,2.67E+05,1.03E+06,28.09
294,38042.27,38042.27,0.64,210,0.75,0,0.41,0.64,0.86,1.56,8/5/2014,220.08,242.48,94.65,2.49,WE12at20%dilutionRepF_000004.tif,78.8,275.09,914.66,1.15,0.44,14:03:43,2014-08-05T18:03:43.443,0.09,5.58E+06,7.46E+06,190.7
295,520.53,520.53,0.28,210,0.75,0,0.37,0.48,0.49,2.1,8/5/2014,25.74,44.29,64.82,4.37,WE12at20%dilutionRepF_000004.tif,201.16,69.48,177.81,1.05,0.64,14:03:43,2014-08-05T18:03:43.443,0.42,8.93E+03,4.55E+04,10.35
296,46192.55,46192.55,0.61,313.13,313.13,1,0.44,0.63,0.84,1.59,8/5/2014,242.52,275.69,113.07,2.6,WE12at20%dilutionRepF_000004.tif,76.79,330.99,1012.74,1.13,0.68,14:03:43,2014-08-05T18:03:43.850,0.12,7.47E+06,1.10E+07,205.29
297,14503.91,14503.91,0.71,251.19,230.35,0.92,0.63,0.66,0.91,1.52,8/5/2014,135.89,151.85,31.97,2.35,WE12at20%dilutionRepF_000004.tif,148.47,171.38,578.1,1.14,0.74,14:03:44,2014-08-05T18:03:44.473,0.11,1.31E+06,1.83E+06,123.63
298,14663.19,14663.19,0.27,233.09,154.49,0.66,0,0.35,0.42,2.86,8/5/2014,136.64,206.64,154.05,6.84,WE12at20%dilutionRepF_000004.tif,99.31,289.22,796.7,1.17,0.57,14:03:44,2014-08-05T18:03:44.758,0.34,1.34E+06,4.62E+06,81.76
299,9963.68,9963.68,0.66,48.28,0.75,0.02,0.71,0.42,0.89,2.38,8/5/2014,112.63,173.11,97.76,5.3,WE12at20%dilutionRepF_000004.tif,126.06,204.27,610.83,1.09,0.67,14:03:45,2014-08-05T18:03:45.170,0.35,7.48E+05,2.72E+06,89.51
300,133545.81,133545.81,0.39,163.24,33.15,0.2,0,0.14,0.31,6.93,8/5/2014,412.35,740.19,85.56,19.73,WE12at20%dilutionRepF_000004.tif,134.71,959.42,3521.32,1.49,0.08,14:03:45,2014-08-05T18:03:45.968,0.44,3.67E+07,2.12E+08,492.33
301,4547.16,4547.16,0.7,0.75,8.28,11.06,0.72,0.84,0.93,1.18,8/5/2014,76.09,82.42,103.48,1,WE12at20%dilutionRepF_000004.tif,138.76,96.25,305.56,1.05,0.84,14:03:46,2014-08-05T18:03:46.597,0.08,2.31E+05,2.93E+05,62.44
302,4621.61,4621.61,0.46,181.54,169.12,0.93,0.41,0.6,0.73,1.67,8/5/2014,76.71,93.46,66.64,2.89,WE12at20%dilutionRepF_000004.tif,127.82,125.3,365.11,1.12,0.56,14:03:46,2014-08-05T18:03:46.747,0.18,2.36E+05,4.27E+05,54.32
303,8082.12,8082.12,0.75,269.1,233.09,0.87,0.66,0.75,0.92,1.34,8/5/2014,101.44,112.58,156.61,1.55,WE12at20%dilutionRepF_000004.tif,83.65,126.07,416.6,1.08,0.6,14:03:47,2014-08-05T18:03:47.203,0.1,5.47E+05,7.47E+05,90.37
304,1098.62,1098.62,0.66,118.21,49.05,0.41,0.74,0.81,0.89,1.23,8/5/2014,37.4,42.87,117.18,1,WE12at20%dilutionRepF_000004.tif,124.26,51.36,176.49,1.07,0.73,14:03:47,2014-08-05T18:03:47.355,0.13,2.74E+04,4.13E+04,31.52
305,1607.78,1607.78,0.48,91.89,51.82,0.56,0.56,0.82,0.78,1.22,8/5/2014,45.24,52.61,191.18,1,WE12at20%dilutionRepF_000004.tif,115.57,68.5,202.89,1.04,0.83,14:03:47,2014-08-05T18:03:47.712,0.14,4.85E+04,7.62E+04,27.94
306,60554.43,60554.43,0.93,432.41,478.07,1.11,0.85,0.8,0.99,1.25,8/5/2014,277.67,287.61,47.63,1,WE12at20%dilutionRepF_000004.tif,72.71,301.25,1021.21,1.09,0.83,14:03:47,2014-08-05T18:03:47.890,0.03,1.12E+07,1.25E+07,273.83
307,36921.67,36921.67,0.57,390.35,338.78,0.87,0.13,0.44,0.65,2.26,8/5/2014,216.82,291.1,141.08,4.9,WE12at20%dilutionRepF_000004.tif,79.69,353.31,1087.38,1.15,0.35,14:03:48,2014-08-05T18:03:48.818,0.26,5.34E+06,1.29E+07,229.59
308,24500.89,24500.89,0.86,386.53,381.99,0.99,0.42,0.51,0.84,1.95,8/5/2014,176.62,210.62,113.09,3.86,WE12at20%dilutionRepF_000004.tif,96.81,232.59,832.48,1.2,0.31,14:03:48,2014-08-05T18:03:48.955,0.16,2.88E+06,4.89E+06,190.35
309,939.07,939.07,0.65,197.18,179.06,0.91,0.68,0.75,0.85,1.33,8/5/2014,34.58,41.63,37.88,1.51,WE12at20%dilutionRepF_000004.tif,146.39,50.6,173.33,1.07,0.61,14:03:49,2014-08-05T18:03:49.460,0.17,2.16E+04,3.78E+04,29.67
310,14098.11,14098.11,0.75,197.18,179.06,0.91,0.54,0.52,0.88,1.91,8/5/2014,133.98,158.6,79.49,3.74,WE12at20%dilutionRepF_000004.tif,129.7,176.24,639.68,1.21,0.52,14:03:49,2014-08-05T18:03:49.460,0.16,1.26E+06,2.09E+06,133.72
311,144052.66,144052.66,0.57,261.79,259.73,0.99,0.13,0.39,0.77,2.53,8/5/2014,428.27,524.59,152.17,5.79,WE12at20%dilutionRepF_000004.tif,66.64,659.42,2208.52,1.31,0.41,14:03:49,2014-08-05T18:03:49.526,0.18,4.11E+07,7.56E+07,414.5
312,10292.31,10292.31,0.65,205.5,137.01,0.67,0.57,0.73,0.88,1.38,8/5/2014,114.48,126.68,163.37,1.76,WE12at20%dilutionRepF_000004.tif,78.98,148.54,471.25,1.1,0.58,14:03:49,2014-08-05T18:03:49.662,0.1,7.85E+05,1.06E+06,99.28
313,4013.92,4013.92,0.55,136.47,91.7,0.67,0.54,0.71,0.82,1.4,8/5/2014,71.49,82.24,73.65,1.87,WE12at20%dilutionRepF_000004.tif,154.16,104.46,315.36,1.09,0.63,14:03:49,2014-08-05T18:03:49.823,0.13,1.91E+05,2.91E+05,56.73
314,11801.3,11801.3,0.77,220.59,152.67,0.69,0.69,0.73,0.94,1.38,8/5/2014,122.58,134.88,137.53,1.75,WE12at20%dilutionRepF_000004.tif,93.51,149.51,500.81,1.1,0.66,14:03:50,2014-08-05T18:03:50.865,0.09,9.64E+05,1.28E+06,110.77
315,4109.82,4109.82,0.81,49.24,0.75,0.02,0.78,0.85,0.95,1.18,8/5/2014,72.34,78.01,55.81,1,WE12at20%dilutionRepF_000004.tif,173.83,90.21,292.42,1.06,0.78,14:03:50,2014-08-05T18:03:50.964,0.07,1.98E+05,2.49E+05,66.97
316,2150.38,2150.38,0.36,207.13,0.75,0,0.36,0.64,0.61,1.55,8/5/2014,52.33,67.97,84.63,2.47,WE12at20%dilutionRepF_000004.tif,109.21,93.77,256.83,1.05,0.66,14:03:51,2014-08-05T18:03:51.281,0.23,7.50E+04,1.64E+05,29.49
317,10770.59,10770.59,0.45,296.34,238.19,0.8,0.25,0.42,0.64,2.37,8/5/2014,117.1,160.24,45.36,5.26,WE12at20%dilutionRepF_000004.tif,149.13,207.34,631.02,1.18,0.47,14:03:51,2014-08-05T18:03:51.754,0.27,8.41E+05,2.15E+06,93.13
318,33878.1,33878.1,0.6,196.41,171.13,0.87,0.41,0.59,0.83,1.68,8/5/2014,207.69,237.56,87.78,2.95,WE12at20%dilutionRepF_000004.tif,96.51,286.46,900.69,1.16,0.67,14:03:52,2014-08-05T18:03:52.677,0.13,4.69E+06,7.02E+06,180.28
319,132834.5,132834.5,0.68,498.24,528.54,1.06,0.51,0.65,0.91,1.55,8/5/2014,411.25,448.29,65.39,2.46,WE12at20%dilutionRepF_000004.tif,85.23,510.55,1659.38,1.15,0.67,14:03:52,2014-08-05T18:03:52.812,0.08,3.64E+07,4.72E+07,345.06
320,8833.66,8833.66,0.76,134.6,108.4,0.81,0.53,0.57,0.85,1.75,8/5/2014,106.05,127.56,133.04,3.2,WE12at20%dilutionRepF_000004.tif,112.43,143.4,496.63,1.15,0.59,14:03:54,2014-08-05T18:03:54.377,0.17,6.25E+05,1.09E+06,114.79
321,20303.8,20303.8,0.68,156.32,0.75,0,0.41,0.65,0.83,1.55,8/5/2014,160.78,182.19,126.48,2.46,WE12at20%dilutionRepF_000004.tif,81.64,203.52,680.77,1.13,0.37,14:03:55,2014-08-05T18:03:55.077,0.12,2.18E+06,3.17E+06,148.01
322,20772.27,20772.27,0.97,267.52,0.75,0,0.81,0.82,0.98,1.22,8/5/2014,162.63,171.62,142.52,1,WE12at20%dilutionRepF_000004.tif,77.09,182.22,610.53,1.07,0.81,14:03:55,2014-08-05T18:03:55.442,0.05,2.25E+06,2.65E+06,158.68
323,83083.46,83083.46,0.61,399.68,327.63,0.82,0.01,0.42,0.63,2.37,8/5/2014,325.25,422.72,69.01,5.25,WE12at20%dilutionRepF_000004.tif,76.42,488.62,1636.93,1.2,0.28,14:03:55,2014-08-05T18:03:55.501,0.23,1.80E+07,3.95E+07,334.65
324,15404.82,15404.82,0.91,227.2,0.75,0,0.76,0.66,0.97,1.52,8/5/2014,140.05,156.27,81.6,2.34,WE12at20%dilutionRepF_000004.tif,89.76,171.03,593.39,1.14,0.74,14:03:55,2014-08-05T18:03:55.603,0.1,1.44E+06,2.00E+06,135.9
325,5529,5529,0.7,292.29,241.49,0.83,0.66,0.68,0.91,1.48,8/5/2014,83.9,94.37,86.6,2.18,WE12at20%dilutionRepF_000004.tif,126.58,109.28,371.02,1.13,0.65,14:03:55,2014-08-05T18:03:55.667,0.11,3.09E+05,4.40E+05,81.94
326,13375.35,13375.35,0.56,292.29,241.49,0.83,0.29,0.5,0.75,2.01,8/5/2014,130.5,162.16,129.8,4.08,WE12at20%dilutionRepF_000004.tif,84.83,203.91,641.11,1.18,0.4,14:03:55,2014-08-05T18:03:55.667,0.2,1.16E+06,2.23E+06,112.87
327,26690.91,26690.91,0.95,300.45,87.82,0.29,0.69,0.79,0.95,1.27,8/5/2014,184.35,198.08,101.12,1,WE12at20%dilutionRepF_000004.tif,52.74,205.88,700.66,1.07,0.64,14:03:55,2014-08-05T18:03:55.996,0.07,3.28E+06,4.07E+06,184.79
328,27351.58,27351.58,0.58,192.2,192.2,1,0.38,0.67,0.8,1.5,8/5/2014,186.61,218.79,56.38,2.27,WE12at20%dilutionRepF_000004.tif,109.14,258.89,769.17,1.07,0.63,14:03:56,2014-08-05T18:03:56.117,0.15,3.40E+06,5.48E+06,155.35
329,24940,24940,0.5,190.32,0.75,0,0.27,0.41,0.73,2.47,8/5/2014,178.2,224.63,108.98,5.57,WE12at20%dilutionRepF_000004.tif,93.42,282.35,944.83,1.28,0.49,14:03:56,2014-08-05T18:03:56.340,0.21,2.96E+06,5.93E+06,151.17
330,1493.42,1493.42,0.37,190.32,0.75,0,0.42,0.55,0.6,1.82,8/5/2014,43.61,58.89,48.81,3.43,WE12at20%dilutionRepF_000004.tif,158.99,80.72,241.23,1.12,0.65,14:03:56,2014-08-05T18:03:56.340,0.26,4.34E+04,1.07E+05,26.71
